169	0.000000	0.603633	0.548877	57
170	0.000000	0.606502	0.558172	1
171	0.000000	0.611806	0.552617	131
172	0.000000	0.624222	0.555503	36
173	0.000000	0.619376	0.558701	52
174	0.000000	0.621221	0.564400	4
175	0.000000	0.625468	0.575484	19
176	0.000000	0.633985	0.568436	32
177	0.000000	0.635356	0.571453	9
178	0.000000	0.642372	0.580810	36
179	0.000000	0.646901	0.581733	58
180	0.000000	0.649943	0.581149	18
181	0.000000	0.657413	0.584670	8
182	0.000000	0.666531	0.590101	19
183	0.000000	0.664505	0.603302	89
184	0.000000	0.670169	0.602748	27
185	0.000000	0.682196	0.651566	92
186	0.000000	0.675447	0.603123	46
187	0.000000	0.679156	0.608798	38
188	0.000000	0.685407	0.609282	73
189	0.000000	0.690490	0.620345	23
190	0.000000	0.695004	0.623637	571
191	0.000000	0.703519	0.620576	14
192	0.000000	0.704837	0.637300	74
193	0.000000	0.708898	0.694424	171
194	0.000000	0.716337	0.635236	115
195	0.000000	0.716536	0.659287	13
196	0.000000	0.724683	0.640132	59
197	0.000000	0.732588	0.653119	58
198	0.000000	0.731517	0.653362	191
199	0.000000	0.737479	0.654023	27
200	0.000000	0.737827	0.655765	14
201	0.000000	0.748174	0.656580	15
202	0.000000	0.745921	0.666901	10
203	0.000000	0.752541	0.662913	65
204	0.000000	0.758965	0.673047	30
205	0.000000	0.772266	0.681267	17
206	0.000000	0.761393	0.681148	51
207	0.000000	0.770714	0.683796	301
208	0.000000	0.780401	0.685505	78
209	0.000000	0.775716	0.689717	104
210	0.000000	0.785685	0.693684	10
211	0.000000	0.783234	0.692233	55
212	0.000000	0.802732	0.701468	174
213	0.000000	0.792020	0.696456	81
214	0.000000	0.799418	0.712700	74
215	0.000000	0.801095	0.709645	25
216	0.000000	0.813281	0.713287	33
217	0.000000	0.810944	0.719651	38
218	0.000000	0.817201	0.732106	73
219	0.000000	0.835792	0.721587	107
220	0.000000	0.826322	0.735563	27
221	0.000000	0.842511	0.737369	40
222	0.000000	0.837518	0.734553	40
223	0.000000	0.839694	0.735406	19
224	0.000000	0.844457	0.735721	44
225	0.000000	0.845494	0.739702	4
226	0.000000	0.850383	0.743870	14
227	0.000000	0.849226	0.748527	53
228	0.000000	0.859612	0.752491	25
229	0.000000	0.861710	0.751137	55
230	0.000000	0.868909	0.757362	30
231	0.000000	0.885700	0.769475	37
232	0.000000	0.893573	0.837659	59
233	0.000000	0.943367	0.811837	164
234	0.000000	0.892439	0.773977	37
235	0.000000	0.903539	0.777493	42
236	0.000000	0.900402	0.785400	43
237	0.000000	0.898972	0.785632	16
238	0.000000	0.902138	0.789148	199
239	0.000000	0.905910	0.787306	103
240	0.000000	0.907395	0.788062	138
241	0.000000	0.924111	0.798948	71
242	0.000000	0.928068	0.805763	69
243	0.000000	0.931092	0.800687	10
244	0.000000	0.928101	0.806155	104
245	0.000000	0.934155	0.812322	214
246	0.000000	0.941323	0.813036	66
247	0.000000	0.939792	0.811667	66
248	0.000000	0.945694	0.817640	19
249	0.000000	0.968041	0.820451	75
250	0.000000	0.954557	0.821511	13
251	0.000000	0.973309	0.830230	27
252	0.000000	0.975903	0.834426	8
253	0.000000	0.970893	0.853761	13
254	0.000000	0.977840	0.842417	82
255	0.000000	0.999325	0.852257	18
256	0.000000	0.986571	0.852499	48
257	0.000000	0.992396	0.862248	177
258	0.000000	0.995438	0.856307	193
259	0.000000	1.002057	0.863823	490
260	0.000000	1.008439	0.863571	159
261	0.000000	1.039084	0.893227	111
262	0.000000	1.015634	0.865301	9
263	0.000000	1.019149	0.892489	2356
264	0.000000	1.024515	0.875533	188
265	0.000000	1.042872	0.879423	63
266	0.000000	1.032428	0.882820	70
267	0.000000	1.034642	0.908817	108
268	0.000000	1.044461	0.888720	90
269	0.000000	1.072818	0.898138	55
270	0.000000	1.059185	0.919968	225
271	0.000000	1.061948	0.906204	218
272	0.000000	1.062519	0.905374	236
273	0.000000	1.072729	0.912136	46
274	0.000000	1.081940	0.906417	41
275	0.000000	1.111557	0.915607	206
276	0.000000	1.128608	0.930099	121
277	0.000000	1.082452	0.940673	18
278	0.000000	1.089517	0.929814	561
279	0.000000	1.108360	0.924327	13
280	0.000000	1.103350	0.929446	22
281	0.000000	1.122788	0.936816	79
282	0.000000	1.141489	0.937218	13
283	0.000000	1.115107	0.953962	546
284	0.000000	1.174208	0.951091	12
285	0.000000	1.136985	0.961631	491
286	0.000000	1.129531	0.960723	216
287	0.000000	1.154302	0.960923	346
288	0.000000	1.182957	0.957019	87
289	0.000000	1.141294	0.960131	45
290	0.000000	1.145476	0.980972	46
291	0.000000	1.197812	0.980012	10
292	0.000000	1.157303	0.973442	32
293	0.000000	1.165070	0.999840	146
294	0.000000	1.205324	0.995956	300
295	0.000000	1.168062	0.988516	19
296	0.000000	1.172279	0.997292	106
297	0.000000	1.225021	0.998284	54
298	0.000000	1.191637	1.005579	441
299	0.000000	1.235126	1.007716	683
300	0.000000	1.190809	1.013666	93
301	0.000000	1.241733	1.006095	108
302	0.000000	1.198408	1.015758	10
303	0.000000	1.254593	1.019405	99
304	0.000000	1.219165	1.029107	493
305	0.000000	1.262765	1.024222	210
306	0.000000	1.260613	1.026053	53
307	0.000000	1.226390	1.038850	89
308	0.000000	1.267155	1.039816	700
309	0.000000	1.240319	1.039281	160
310	0.000000	1.290847	1.037455	15
311	0.000000	1.290181	1.106803	378
312	0.000000	1.292654	1.049522	46
313	0.000000	1.255934	1.065130	90
314	0.000000	1.303844	1.062138	41
315	0.000000	1.337417	1.063945	484
316	0.000000	1.331290	1.059488	29
317	0.000000	1.289783	1.075789	15
318	0.000000	1.345318	1.093740	59
319	0.000000	1.337562	1.101840	19
320	0.000000	1.352209	1.087571	257
321	0.000000	1.347213	1.088992	97
322	0.000000	1.356044	1.104471	67
323	0.000000	1.357200	1.098302	214
324	0.000000	1.418308	1.097434	688
325	0.000000	1.363089	1.104606	635
326	0.000000	1.379747	1.214913	106
327	0.000000	1.383190	1.299138	271
328	0.000000	1.534902	1.248728	78
329	0.000000	1.483882	1.224742	57
330	0.000000	1.457507	1.173418	214
331	0.000000	1.397892	1.125237	74
332	0.000000	1.383289	1.146434	51
333	0.000000	1.392684	1.134053	39
334	0.000000	1.391499	1.123784	46
335	0.000000	1.427738	1.136567	33
336	0.000000	1.419421	1.150329	318
337	0.000000	1.437096	1.199722	396
338	0.000000	1.485769	1.191092	262
339	0.000000	1.513694	1.172225	28
340	0.000000	1.431550	1.200631	74
341	0.000000	1.450630	1.180459	211
342	0.000000	1.455260	1.171560	72
343	0.000000	1.464251	1.237887	208
344	0.000000	1.504192	1.216967	58
345	0.000000	1.468452	1.193278	137
346	0.000000	1.463990	1.199140	41
347	0.000000	1.539068	1.223207	235
348	0.000000	1.494604	1.210959	193
349	0.000000	1.484225	1.215936	36
350	0.000000	1.525804	1.243950	145
351	0.000000	1.509840	1.215493	369
352	0.000000	1.506655	1.220092	208
353	0.000000	1.498424	1.226486	263
354	0.000000	1.511931	1.219855	510
355	0.000000	1.539848	1.241847	55
356	0.000000	1.518116	1.232042	123
357	0.000000	1.535886	1.254116	91
358	0.000000	1.559257	1.233039	627
359	0.000000	1.514876	1.240725	48
360	0.000000	1.521709	1.307887	158
361	0.000000	1.579811	1.220537	45
362	0.000000	1.521485	1.308592	39
363	0.000000	1.525115	1.240638	141
364	0.000000	1.528578	1.295892	414
365	0.000000	1.586077	1.247380	72
366	0.000000	1.839958	1.258673	98
367	0.000000	1.562615	1.539229	212
368	0.000000	1.583303	1.285916	12
369	0.000000	1.568408	1.276841	28
370	0.000000	1.717961	1.277796	596
371	0.000000	1.570622	1.265249	946
372	0.000000	1.585496	1.276421	104
373	0.000000	1.584645	1.312698	327
374	0.000000	1.601618	1.298997	108
375	0.000000	1.601090	1.271218	414
376	0.000000	1.778024	1.312682	76
377	0.000000	1.598140	1.310767	82
378	0.000000	1.772484	1.293658	449
379	0.000000	1.799951	1.312463	35
380	0.000000	1.698542	1.519002	46
381	0.000000	1.651488	1.330791	116
382	0.000000	1.688875	1.333472	231
383	0.000000	1.667345	1.330825	233
384	0.000000	1.662089	1.391535	2371
385	0.000000	1.636958	1.318329	182
386	0.000000	1.744392	1.391551	91
387	0.000000	1.687307	1.320921	81
388	0.000000	1.676645	1.437932	254
389	0.000000	1.766850	1.334822	103
390	0.000000	1.695040	1.363079	771
391	0.000000	1.697250	1.336563	159
392	0.000000	1.683656	1.396344	1364
393	0.000000	1.709098	1.380878	602
394	0.000000	1.729477	1.346486	114
395	0.000000	1.689700	1.438307	169
396	0.000000	1.753082	1.416691	401
397	0.000000	1.704128	1.358223	927
398	0.000000	1.697955	1.423255	276
399	0.000000	1.749857	1.419111	905
400	0.000000	1.745363	1.397753	192
401	0.000000	1.779910	1.467205	131
402	0.000000	1.849526	1.589871	56
403	0.000000	1.968177	1.525022	163
404	0.000000	1.801101	1.424845	719
405	0.000000	1.789414	1.411132	121
406	0.000000	1.774850	1.405261	131
407	0.000000	1.775035	1.410522	244
408	0.000000	1.814968	1.426328	325
409	0.000000	1.816675	1.419054	225
410	0.000000	1.785891	1.454082	214
