2	0.001716	0.013505	0.008159	0
3	0.003299	0.010727	0.010542	0
4	0.005694	0.012114	0.008272	0
5	0.005972	0.010767	0.010954	0
6	0.008713	0.012888	0.013139	0
7	0.014201	0.015531	0.015313	0
8	0.017436	0.018027	0.018172	0
9	0.022168	0.019932	0.020205	0
10	0.028432	0.023808	0.022922	0
11	0.033235	0.025823	0.025482	0
12	0.039618	0.028283	0.029270	0
13	0.045819	0.030990	0.031287	2
14	0.053249	0.034267	0.033420	0
15	0.061152	0.035860	0.036052	0
16	0.071962	0.042677	0.045893	0
17	0.102223	0.047419	0.047843	0
18	0.100909	0.050266	0.048482	0
19	0.109772	0.051222	0.053091	0
20	0.124584	0.056286	0.056075	0
21	0.126206	0.057574	0.055767	0
22	0.129552	0.055671	0.055890	0
23	0.144442	0.058986	0.058617	0
24	0.160904	0.061261	0.064140	1
25	0.220460	0.063939	0.065927	7
26	0.183184	0.068018	0.069274	16
27	0.215289	0.076299	0.074455	2
28	0.217319	0.074858	0.074716	1
29	0.229283	0.085618	0.101945	0
30	0.284120	0.084793	0.081018	0
31	0.256208	0.084718	0.082863	1
32	0.272875	0.088592	0.085803	1
33	0.292000	0.090289	0.089229	0
34	0.311073	0.093325	0.092013	0
35	0.328366	0.096144	0.096597	4
36	0.348372	0.099725	0.098564	1
37	0.367393	0.103225	0.104990	2
38	0.387350	0.107769	0.105242	0
39	0.411325	0.109621	0.109859	0
40	0.429356	0.113265	0.111372	2
41	0.452258	0.117406	0.114579	1
42	0.474069	0.120023	0.119432	2
43	0.526221	0.128535	0.123125	6
44	0.579217	0.132913	0.125460	1
45	0.560214	0.140058	0.135397	5
46	0.571807	0.133186	0.130241	1
47	0.593161	0.137171	0.133583	1
48	0.625931	0.139151	0.137269	1
49	0.648208	0.144626	0.139758	1
50	0.673505	0.146445	0.143512	0
51	0.701104	0.156799	0.146652	3
52	0.730873	0.154469	0.150128	30
53	0.763302	0.159061	0.153541	4
54	0.786922	0.159906	0.157200	1
55	0.818617	0.163325	0.160402	1
56	0.843087	0.167613	0.163030	4
57	0.873206	0.170015	0.174261	14
58	0.905494	0.173988	0.171392	3
59	0.936838	0.177544	0.173658	1
60	0.969256	0.182574	0.175979	3
61	1.000756	0.193311	0.179325	3
62	1.054054	0.217335	0.212438	9
63	1.079181	0.196393	0.186241	2
64	1.116450	0.195317	0.189375	9
65	1.152638	0.202654	0.192505	2
66	1.190675	0.203117	0.196015	7
67	1.239262	0.205648	0.198580	1
68	1.247396	0.217071	0.201673	8
69	1.287459	0.212935	0.206864	1
70	1.325768	0.217811	0.209436	5
71	1.370593	0.221506	0.213359	11
72	1.422006	0.229675	0.215897	11
73	1.439133	0.228178	0.220268	8
74	1.485417	0.232481	0.223055	45
75	1.592286	0.241992	0.225612	3
76	1.614387	0.240990	0.229207	2
77	1.606472	0.243382	0.232395	5
78	1.652876	0.246522	0.235911	2
79	1.706514	0.248985	0.239602	6
80	1.785087	0.251603	0.242828	48
81	1.783910	0.263114	0.249608	4
82	1.884237	0.260203	0.249766	5
83	1.906738	0.268645	0.254478	59
84	1.932578	0.274128	0.272199	5
85	2.005730	0.284051	0.274264	9
86	2.054241	0.275638	0.267085	14
87	2.083888	0.279240	0.276582	46
88	2.137398	0.291849	0.282296	13
89	2.184401	0.299534	0.285531	7
90	2.226217	0.302891	0.289021	6
91	2.323335	0.328254	0.293340	33
92	2.451299	0.337284	0.298998	11
93	2.478236	0.321539	0.310756	10
94	2.461402	0.342365	0.307508	2
95	2.632233	0.318236	0.301089	8
96	2.563311	0.330412	0.305125	16
97	2.629312	0.335488	0.302734	1
98	2.699650	0.341433	0.305153	3
99	2.728672	0.334658	0.307994	7
100	2.785959	0.341618	0.311271	64
101	2.861383	0.341778	0.314139	27
102	0.000000	0.355005	0.334522	4
103	0.000000	0.359993	0.324292	20
104	0.000000	0.346565	0.324730	12
105	0.000000	0.350398	0.327099	21
106	0.000000	0.353003	0.336906	21
107	0.000000	0.358246	0.334689	5
108	0.000000	0.362729	0.338071	73
109	0.000000	0.365461	0.342934	58
110	0.000000	0.366949	0.344852	46
111	0.000000	0.374611	0.348306	11
112	0.000000	0.378965	0.351037	49
113	0.000000	0.380376	0.355316	9
114	0.000000	0.384734	0.358177	2
115	0.000000	0.403886	0.366138	20
116	0.000000	0.436062	0.397913	7
117	0.000000	0.440157	0.373528	5
118	0.000000	0.400866	0.373278	21
119	0.000000	0.402976	0.374528	7
120	0.000000	0.411388	0.379055	4
121	0.000000	0.413354	0.381535	25
122	0.000000	0.417210	0.401702	6
123	0.000000	0.420481	0.394019	26
124	0.000000	0.423757	0.393932	7
125	0.000000	0.428268	0.395851	20
126	0.000000	0.439496	0.401953	17
127	0.000000	0.439992	0.403428	14
128	0.000000	0.446670	0.409476	32
129	0.000000	0.445503	0.417447	119
130	0.000000	0.450249	0.426031	5
131	0.000000	0.456115	0.421824	133
132	0.000000	0.459840	0.424790	46
133	0.000000	0.462286	0.426348	14
134	0.000000	0.473893	0.430238	15
135	0.000000	0.490545	0.431286	13
136	0.000000	0.478616	0.433106	34
137	0.000000	0.476387	0.440042	11
138	0.000000	0.479263	0.439885	21
139	0.000000	0.491744	0.446062	67
140	0.000000	0.491303	0.449214	12
141	0.000000	0.495056	0.455982	26
142	0.000000	0.527223	0.489556	16
143	0.000000	0.534266	0.484737	3
144	0.000000	0.548572	0.480200	27
145	0.000000	0.575661	0.474127	30
146	0.000000	0.621091	0.499216	13
147	0.000000	0.538577	0.485699	87
148	0.000000	0.571777	0.513438	23
149	0.000000	0.535982	0.476771	35
150	0.000000	0.534368	0.485186	20
151	0.000000	0.571795	0.551646	17
152	0.000000	0.545770	0.498202	9
153	0.000000	0.538570	0.502020	13
154	0.000000	0.546295	0.503529	10
155	0.000000	0.555502	0.506342	479
156	0.000000	0.554415	0.510660	14
157	0.000000	0.557728	0.510141	35
158	0.000000	0.561543	0.508275	11
159	0.000000	0.570756	0.513603	17
160	0.000000	0.580068	0.519955	25
161	0.000000	0.590425	0.567613	9
162	0.000000	0.606694	0.521962	17
163	0.000000	0.585302	0.542615	6
164	0.000000	0.609412	0.548608	23
165	0.000000	0.604799	0.561830	18
166	0.000000	0.608896	0.534951	7
167	0.000000	0.605022	0.538190	44
168	0.000000	0.602231	0.548286	21
