3	0.5518394649	0.5433333333	0.5379537954	0.5604026846	0.5656565657	0.5723905724	0.5448504983	0.5296052632	0.5777027027	0.5193548387	0.5581395349	0.5280528053	0.5637583893	0.5850340136	0.5326797386	0.5194805195	0.5379537954	0.5445544554	0.5675675676	0.5680272109	0.5570469799	0.5130718954	0.5536912752	0.5500000000	0.5802047782	0.5536912752	0.5604026846	0.5633333333	0.5723905724	0.5680272109	0.5364238411	0.5675675676	0.5514950166	0.5637583893	0.5313531353	0.5481727575	0.5608108108	0.5536912752	0.5451505017	0.5608108108	0.5728813559	0.5348837209	0.5555555556	0.5782312925	0.5757575758	0.5958904110	0.5593220339	0.5331125828	0.5694915254	0.5637583893	0.5816326531	0.5856164384	0.5296052632	0.5951557093	0.5500000000	0.5196078431	0.5566666667	0.5448504983	0.5500000000	0.5261437908	0.5392156863	0.5685618729	0.5641891892	0.5533333333	0.5637583893	0.5427631579	0.5294117647	0.5328947368	0.5244299674	0.5782312925	0.5364238411	0.5533333333	0.5782312925	0.5163398693	0.5430463576	0.5359477124	0.5496688742	0.5555555556	0.5709459459	0.5448504983	0.5445544554	0.5211726384	0.5604026846	0.5463576159	0.5802047782	0.5228758170	0.5622895623	0.5570469799	0.5430463576	0.5614617940	0.5652173913	0.5714285714	0.5296052632	0.5500000000	0.5244299674	0.5618729097	0.5604026846	0.5514950166	0.5382059801	0.5585284281	0.5850340136	0.5600000000	0.5475409836	0.5210355987	0.5213114754	0.5566666667	0.5463576159	0.5511551155	0.5685618729	0.5671140940	0.5478547855	0.5762711864	0.5313531353	0.5379537954	0.5409836066	0.5394736842	0.5247524752	0.5816326531	0.5346534653	0.5000000000	0.5311475410	0.5551839465	0.5412541254	0.5433333333	0.5481727575	0.5666666667	0.5394736842	0.5821917808	0.5397350993	0.5551839465	0.5344262295	0.5671140940	0.5397350993	0.5566666667	0.5180327869	0.5225806452	0.5511551155	0.5466666667	0.5162337662	0.5671140940	0.5511551155	0.5478547855	0.5311475410	0.5791245791	0.5500000000	0.5439739414	0.5918367347	0.5647840532	0.5292207792	0.5490196078	0.5559210526	0.5193548387	0.5457516340	0.5581395349	0.5481727575	0.5177993528	0.5177993528	0.5733333333	0.5596026490	0.5738255034	0.5442622951	0.5463576159	0.5382059801	0.5694915254	0.5481727575	0.5245901639	0.5433333333	0.5500000000	0.5680272109	0.5585284281	0.5276872964	0.5394736842	0.5278688525	0.5704697987	0.5518394649	0.5326797386	0.5548172757	0.5533333333	0.5652173913	0.5415282392	0.5596026490	0.5478547855	0.5493421053	0.5618729097	0.5652173913	0.5511551155	0.5379537954	0.5394736842	0.5313531353	0.5228758170
4	0.3677248677	0.3498694517	0.3560209424	0.3597883598	0.3929539295	0.3793103448	0.3535620053	0.3552631579	0.3823529412	0.3427835052	0.3750000000	0.3437500000	0.3850267380	0.3840000000	0.3560209424	0.3541666667	0.3534031414	0.3595800525	0.3887399464	0.3796791444	0.3463541667	0.3255813953	0.3680000000	0.3622047244	0.4065934066	0.3780160858	0.3687002653	0.3793103448	0.3908355795	0.3696808511	0.3677248677	0.3813333333	0.3641160950	0.3840000000	0.3614775726	0.3428571429	0.3569553806	0.3534031414	0.3607427056	0.3864864865	0.3914209115	0.3473684211	0.3706666667	0.3614775726	0.3829787234	0.3983739837	0.3696808511	0.3534031414	0.3850267380	0.3786666667	0.4027027027	0.3870967742	0.3569553806	0.3897849462	0.3633952255	0.3455497382	0.3720316623	0.3864864865	0.3552631579	0.3463541667	0.3603133159	0.3713527851	0.3796791444	0.3776595745	0.3622047244	0.3489583333	0.3541666667	0.3393782383	0.3454545455	0.3962264151	0.3492063492	0.3614775726	0.3794037940	0.3447368421	0.3643617021	0.3534031414	0.3429319372	0.3653333333	0.3743315508	0.3552631579	0.3562005277	0.3402597403	0.3790322581	0.3633952255	0.3929539295	0.3402597403	0.3682795699	0.3663101604	0.3607427056	0.3713527851	0.3790322581	0.3763440860	0.3597883598	0.3660477454	0.3562005277	0.3833780161	0.3643617021	0.3706666667	0.3562005277	0.3660477454	0.3750000000	0.3622047244	0.3727034121	0.3445595855	0.3419689119	0.3756613757	0.3462532300	0.3756613757	0.3736842105	0.3840000000	0.3684210526	0.3978494624	0.3492063492	0.3544973545	0.3723404255	0.3653333333	0.3590425532	0.3864864865	0.3526315789	0.3255813953	0.3446475196	0.3653333333	0.3607427056	0.3464566929	0.3780160858	0.3813333333	0.3490813648	0.3978201635	0.3588390501	0.3723404255	0.3588390501	0.3750000000	0.3526315789	0.3660477454	0.3376623377	0.3265306122	0.3723404255	0.3624338624	0.3428571429	0.3703703704	0.3534031414	0.3693931398	0.3507853403	0.3972972973	0.3534031414	0.3684210526	0.3951612903	0.3856382979	0.3523316062	0.3603133159	0.3835978836	0.3436692506	0.3819628647	0.3603133159	0.3481675393	0.3359173127	0.3350515464	0.3897849462	0.3693931398	0.3908355795	0.3534031414	0.3534031414	0.3578947368	0.3641160950	0.3760000000	0.3489583333	0.3481675393	0.3760000000	0.3723404255	0.3693931398	0.3489583333	0.3541666667	0.3463541667	0.3887399464	0.3776595745	0.3515625000	0.3710526316	0.3631578947	0.3803191489	0.3480519481	0.3612565445	0.3641160950	0.3489583333	0.3740053050	0.3877005348	0.3756613757	0.3506493506	0.3569553806	0.3290488432	0.3489583333
5	0.2384259259	0.2270642202	0.2384259259	0.2343387471	0.2690476190	0.2552693208	0.2263279446	0.2332563510	0.2511737089	0.2181818182	0.2588235294	0.2275862069	0.2617924528	0.2617924528	0.2355658199	0.2378752887	0.2400932401	0.2384259259	0.2701421801	0.2624113475	0.2332563510	0.2095671982	0.2517647059	0.2441860465	0.2771084337	0.2570754717	0.2517647059	0.2617924528	0.2714285714	0.2482435597	0.2535211268	0.2684085511	0.2447552448	0.2647754137	0.2435597190	0.2247706422	0.2441860465	0.2332563510	0.2435597190	0.2696897375	0.2677725118	0.2296983759	0.2511737089	0.2400932401	0.2558685446	0.2744630072	0.2482435597	0.2361111111	0.2654028436	0.2476635514	0.2738095238	0.2612826603	0.2447552448	0.2647754137	0.2494117647	0.2258064516	0.2588235294	0.2740384615	0.2309468822	0.2343387471	0.2327188940	0.2476635514	0.2630331754	0.2535211268	0.2447552448	0.2304147465	0.2412993039	0.2206896552	0.2304147465	0.2738095238	0.2302325581	0.2459016393	0.2637889688	0.2296983759	0.2447058824	0.2343387471	0.2320185615	0.2441314554	0.2494117647	0.2377622378	0.2377622378	0.2201834862	0.2571428571	0.2406542056	0.2666666667	0.2309468822	0.2482269504	0.2435597190	0.2441314554	0.2541176471	0.2547169811	0.2553191489	0.2429906542	0.2429906542	0.2372093023	0.2570754717	0.2417840376	0.2547169811	0.2424242424	0.2494117647	0.2447552448	0.2424242424	0.2582159624	0.2355658199	0.2304147465	0.2588235294	0.2355658199	0.2677725118	0.2465116279	0.2666666667	0.2558685446	0.2731591449	0.2273781903	0.2365339578	0.2435597190	0.2383177570	0.2417840376	0.2619047619	0.2412177986	0.2128146453	0.2235023041	0.2458628842	0.2470588235	0.2263279446	0.2582938389	0.2564705882	0.2309468822	0.2757793765	0.2424242424	0.2600472813	0.2281105991	0.2594339623	0.2354312354	0.2482435597	0.2275862069	0.2113636364	0.2606635071	0.2435597190	0.2286374134	0.2517647059	0.2343387471	0.2424242424	0.2331002331	0.2696897375	0.2309468822	0.2412993039	0.2654028436	0.2617924528	0.2355658199	0.2441860465	0.2611764706	0.2343387471	0.2677725118	0.2378752887	0.2309468822	0.2164009112	0.2191780822	0.2744630072	0.2500000000	0.2733812950	0.2275862069	0.2355658199	0.2366589327	0.2482435597	0.2660332542	0.2332563510	0.2240184758	0.2570754717	0.2535211268	0.2476635514	0.2275862069	0.2441860465	0.2235023041	0.2594339623	0.2647754137	0.2275862069	0.2558685446	0.2377622378	0.2505854801	0.2355658199	0.2384259259	0.2464788732	0.2332563510	0.2529274005	0.2636579572	0.2441860465	0.2293577982	0.2377622378	0.2146118721	0.2384259259
6	0.1541755889	0.1489361702	0.1616379310	0.1569892473	0.1902654867	0.1713665944	0.1498929336	0.1566523605	0.1677559913	0.1440677966	0.1739130435	0.1468085106	0.1794310722	0.1794310722	0.1535181237	0.1612903226	0.1645021645	0.1591397849	0.1894273128	0.1794310722	0.1520342612	0.1401273885	0.1750547046	0.1641468683	0.1911111111	0.1824175824	0.1758241758	0.1820175439	0.1898454746	0.1670281996	0.1721132898	0.1929046563	0.1663066955	0.1768558952	0.1673913043	0.1446808511	0.1691973970	0.1566523605	0.1645021645	0.1929046563	0.1868131868	0.1523605150	0.1742919390	0.1626898048	0.1764705882	0.1868131868	0.1717391304	0.1566523605	0.1820175439	0.1584582441	0.1920529801	0.1798245614	0.1691973970	0.1868131868	0.1673913043	0.1474358974	0.1768558952	0.1884700665	0.1520342612	0.1555075594	0.1541755889	0.1691973970	0.1746724891	0.1721132898	0.1619870410	0.1587982833	0.1616379310	0.1425531915	0.1545064378	0.1846153846	0.1551724138	0.1645021645	0.1862527716	0.1598272138	0.1659388646	0.1619870410	0.1594827586	0.1623376623	0.1648590022	0.1648590022	0.1616379310	0.1398305085	0.1728665208	0.1648590022	0.1746724891	0.1569892473	0.1681222707	0.1673913043	0.1633986928	0.1824175824	0.1772428884	0.1802197802	0.1673913043	0.1623376623	0.1566523605	0.1772428884	0.1626898048	0.1750547046	0.1670281996	0.1648590022	0.1691973970	0.1626898048	0.1868131868	0.1663066955	0.1591397849	0.1768558952	0.1591397849	0.1864035088	0.1637931034	0.1929046563	0.1820175439	0.1842105263	0.1526881720	0.1612200436	0.1648590022	0.1548387097	0.1703056769	0.1806167401	0.1677559913	0.1398305085	0.1474358974	0.1706783370	0.1703056769	0.1474358974	0.1836283186	0.1742919390	0.1541755889	0.2008928571	0.1695652174	0.1902654867	0.1489361702	0.1717391304	0.1548387097	0.1670281996	0.1541755889	0.1428571429	0.1884700665	0.1681222707	0.1555075594	0.1758241758	0.1573275862	0.1626898048	0.1533477322	0.1836283186	0.1551724138	0.1688311688	0.1820175439	0.1794310722	0.1566523605	0.1684665227	0.1739130435	0.1645021645	0.1898454746	0.1587982833	0.1517094017	0.1443736730	0.1395348837	0.1890109890	0.1612903226	0.1955555556	0.1541755889	0.1587982833	0.1594827586	0.1670281996	0.1816192560	0.1591397849	0.1498929336	0.1798245614	0.1717391304	0.1721132898	0.1513859275	0.1641468683	0.1474358974	0.1850220264	0.1898454746	0.1489361702	0.1768558952	0.1523605150	0.1695652174	0.1492537313	0.1510638298	0.1717391304	0.1563169165	0.1684665227	0.1721132898	0.1591397849	0.1538461538	0.1623376623	0.1398305085	0.1641468683
7	0.0991902834	0.0923694779	0.1104294479	0.1036585366	0.1338912134	0.1102040816	0.0973630832	0.0991902834	0.1090534979	0.0923694779	0.1124744376	0.0991902834	0.1219008264	0.1288981289	0.1032388664	0.1102040816	0.1106557377	0.1081632653	0.1333333333	0.1195876289	0.1016260163	0.0927419355	0.1177685950	0.1104294479	0.1368421053	0.1244813278	0.1255230126	0.1265560166	0.1336116910	0.1129363450	0.1175257732	0.1386554622	0.1170431211	0.1172839506	0.1154639175	0.0927419355	0.1149897331	0.1014198783	0.1059063136	0.1362683438	0.1286307054	0.1018329939	0.1172839506	0.1113402062	0.1193415638	0.1286307054	0.1172839506	0.1014198783	0.1242236025	0.0987903226	0.1356993737	0.1221532091	0.1149897331	0.1262939959	0.1152263374	0.0995934959	0.1172839506	0.1273486430	0.0971659919	0.1047227926	0.1036585366	0.1195876289	0.1175257732	0.1198347107	0.1061224490	0.1079429735	0.1059063136	0.0885311871	0.0993914807	0.1242236025	0.1086065574	0.1149897331	0.1273486430	0.1106557377	0.1138716356	0.1104294479	0.1081632653	0.1061224490	0.1129363450	0.1152263374	0.1124744376	0.0860000000	0.1177685950	0.1129363450	0.1149897331	0.1061224490	0.1182572614	0.1086065574	0.1095041322	0.1291666667	0.1198347107	0.1294363257	0.1154639175	0.1154639175	0.1081632653	0.1244813278	0.1134020619	0.1154639175	0.1083844581	0.1063394683	0.1195876289	0.1067761807	0.1380753138	0.1147540984	0.1104294479	0.1195876289	0.1059063136	0.1307053942	0.1124744376	0.1386554622	0.1265560166	0.1239669421	0.1042944785	0.1097308489	0.1154639175	0.1063394683	0.1180124224	0.1273486430	0.1157024793	0.0927419355	0.0973630832	0.1159420290	0.1203319502	0.0929292929	0.1326315789	0.1172839506	0.0991902834	0.1483050847	0.1221532091	0.1410526316	0.0989898990	0.1104294479	0.1018329939	0.1129363450	0.1059063136	0.0955284553	0.1347368421	0.1161825726	0.1092783505	0.1255230126	0.1020408163	0.1090534979	0.1049382716	0.1302521008	0.1067761807	0.1193415638	0.1265560166	0.1242236025	0.1059063136	0.1213991770	0.1147540984	0.1152263374	0.1431578947	0.1012145749	0.1014198783	0.0969696970	0.0925553320	0.1307053942	0.1056910569	0.1410526316	0.1036585366	0.1034482759	0.1083844581	0.1106557377	0.1239669421	0.1104294479	0.0951417004	0.1268191268	0.1149897331	0.1268191268	0.1034482759	0.1127049180	0.0951417004	0.1291666667	0.1336116910	0.0967741935	0.1219008264	0.1018329939	0.1175257732	0.0925553320	0.0987903226	0.1172839506	0.1034482759	0.1145194274	0.1106557377	0.1059063136	0.1079429735	0.1086065574	0.0861723447	0.1104294479
8	0.0662768031	0.0599613153	0.0788954635	0.0683593750	0.0941883768	0.0682261209	0.0665362035	0.0642023346	0.0753968254	0.0599613153	0.0745098039	0.0662768031	0.0831683168	0.0940000000	0.0722656250	0.0745098039	0.0811881188	0.0746561886	0.0938123752	0.0853174603	0.0705882353	0.0601941748	0.0792079208	0.0725490196	0.0989898990	0.0920000000	0.0885311871	0.0853174603	0.0896414343	0.0748031496	0.0811881188	0.1052631579	0.0830039526	0.0788954635	0.0813492063	0.0622568093	0.0831683168	0.0683593750	0.0683593750	0.1052631579	0.0960000000	0.0707269155	0.0810276680	0.0775347913	0.0851485149	0.0938123752	0.0831683168	0.0704500978	0.0896414343	0.0660194175	0.1004016064	0.0833333333	0.0831683168	0.0916334661	0.0811881188	0.0665362035	0.0788954635	0.0858283433	0.0622568093	0.0712871287	0.0683593750	0.0831683168	0.0790513834	0.0876494024	0.0726915521	0.0724070450	0.0746561886	0.0562015504	0.0643274854	0.0896414343	0.0749506903	0.0831683168	0.0858283433	0.0811881188	0.0798403194	0.0767716535	0.0746561886	0.0684931507	0.0790513834	0.0854870775	0.0787401575	0.0559845560	0.0792079208	0.0769230769	0.0788954635	0.0748031496	0.0816733068	0.0792079208	0.0756972112	0.0920000000	0.0833333333	0.0943775100	0.0856573705	0.0834990060	0.0725490196	0.0920000000	0.0815109344	0.0792079208	0.0769230769	0.0707269155	0.0810276680	0.0669291339	0.1048387097	0.0808678501	0.0767716535	0.0788954635	0.0746561886	0.0892857143	0.0766208251	0.1052631579	0.0940000000	0.0830039526	0.0729783037	0.0737051793	0.0813492063	0.0707269155	0.0836653386	0.0858283433	0.0793650794	0.0601941748	0.0665362035	0.0752475248	0.0858283433	0.0582524272	0.0951417004	0.0810276680	0.0642023346	0.1052631579	0.0898203593	0.1097560976	0.0599613153	0.0704500978	0.0707269155	0.0726915521	0.0683593750	0.0585937500	0.0971659919	0.0798403194	0.0776892430	0.0907258065	0.0647058824	0.0732673267	0.0671936759	0.0929292929	0.0775347913	0.0873015873	0.0831683168	0.0896414343	0.0683593750	0.0849802372	0.0724070450	0.0854870775	0.1072874494	0.0661478599	0.0683593750	0.0642023346	0.0580270793	0.0914512922	0.0724070450	0.1075050710	0.0704500978	0.0682261209	0.0769230769	0.0748031496	0.0808678501	0.0746561886	0.0603112840	0.0876494024	0.0746561886	0.0920000000	0.0724070450	0.0788954635	0.0603112840	0.0985915493	0.0961923848	0.0640776699	0.0853174603	0.0644531250	0.0854870775	0.0580270793	0.0618955513	0.0788954635	0.0682261209	0.0764705882	0.0726915521	0.0704500978	0.0766208251	0.0749506903	0.0540540541	0.0746561886
9	0.0359848485	0.0300751880	0.0498084291	0.0399239544	0.0600775194	0.0398481973	0.0400000000	0.0339622642	0.0463320463	0.0320150659	0.0418250951	0.0378787879	0.0518234165	0.0640776699	0.0458015267	0.0418250951	0.0538461538	0.0458891013	0.0599613153	0.0519230769	0.0419047619	0.0321361059	0.0479846449	0.0379506641	0.0623781676	0.0642023346	0.0545808967	0.0519230769	0.0539499037	0.0419047619	0.0499040307	0.0725490196	0.0499040307	0.0499040307	0.0539499037	0.0340909091	0.0519230769	0.0398481973	0.0399239544	0.0746561886	0.0640776699	0.0400000000	0.0478011472	0.0443159923	0.0498084291	0.0599613153	0.0518234165	0.0418250951	0.0579150579	0.0359168242	0.0661478599	0.0498084291	0.0539499037	0.0599613153	0.0499040307	0.0359848485	0.0458015267	0.0540540541	0.0339622642	0.0403071017	0.0398481973	0.0518234165	0.0458015267	0.0599613153	0.0418250951	0.0438095238	0.0458015267	0.0320150659	0.0359848485	0.0579150579	0.0439770554	0.0559845560	0.0480769231	0.0519230769	0.0504854369	0.0478927203	0.0478927203	0.0359848485	0.0478927203	0.0600775194	0.0478927203	0.0320754717	0.0478927203	0.0500000000	0.0478927203	0.0438931298	0.0521235521	0.0519230769	0.0464216634	0.0621359223	0.0499040307	0.0642023346	0.0580270793	0.0580270793	0.0438931298	0.0662768031	0.0519230769	0.0479846449	0.0499040307	0.0400000000	0.0478011472	0.0363288719	0.0703125000	0.0478011472	0.0458015267	0.0458015267	0.0478011472	0.0579150579	0.0478011472	0.0724070450	0.0621359223	0.0478011472	0.0439770554	0.0404624277	0.0479846449	0.0400000000	0.0520231214	0.0540540541	0.0500000000	0.0340909091	0.0380228137	0.0439770554	0.0562015504	0.0321361059	0.0627450980	0.0538461538	0.0339622642	0.0703125000	0.0579150579	0.0830039526	0.0320150659	0.0378787879	0.0458015267	0.0419047619	0.0378787879	0.0304182510	0.0648330059	0.0483558994	0.0483558994	0.0627450980	0.0363288719	0.0403071017	0.0383141762	0.0628683694	0.0483558994	0.0538461538	0.0478011472	0.0579150579	0.0398481973	0.0518234165	0.0378787879	0.0558766859	0.0725490196	0.0339622642	0.0398481973	0.0378787879	0.0320150659	0.0620155039	0.0418250951	0.0745098039	0.0399239544	0.0398481973	0.0478011472	0.0458015267	0.0438095238	0.0458015267	0.0339622642	0.0519230769	0.0418250951	0.0640776699	0.0458015267	0.0498084291	0.0339622642	0.0704500978	0.0661478599	0.0378787879	0.0518234165	0.0359168242	0.0600775194	0.0300751880	0.0320150659	0.0458015267	0.0399239544	0.0398481973	0.0438095238	0.0419047619	0.0478011472	0.0478927203	0.0300751880	0.0438931298
10	0.0186567164	0.0167597765	0.0340909091	0.0263157895	0.0380228137	0.0205607477	0.0224719101	0.0167597765	0.0246212121	0.0186567164	0.0243902439	0.0205607477	0.0380228137	0.0419847328	0.0301886792	0.0243902439	0.0380228137	0.0263157895	0.0400000000	0.0321361059	0.0263157895	0.0167597765	0.0282485876	0.0205607477	0.0419847328	0.0459770115	0.0344168260	0.0340909091	0.0301886792	0.0224719101	0.0321361059	0.0500000000	0.0360531309	0.0301886792	0.0360531309	0.0167597765	0.0282485876	0.0224719101	0.0243902439	0.0520231214	0.0439770554	0.0243902439	0.0263157895	0.0285171103	0.0263157895	0.0360531309	0.0282485876	0.0205607477	0.0360531309	0.0205607477	0.0439770554	0.0263157895	0.0340909091	0.0400000000	0.0282485876	0.0186567164	0.0243902439	0.0360531309	0.0167597765	0.0246212121	0.0224719101	0.0282485876	0.0243902439	0.0360531309	0.0263157895	0.0243902439	0.0243902439	0.0167597765	0.0205607477	0.0400000000	0.0243902439	0.0380228137	0.0243902439	0.0340909091	0.0324427481	0.0321361059	0.0321361059	0.0186567164	0.0282485876	0.0419847328	0.0301886792	0.0186567164	0.0243902439	0.0340909091	0.0321361059	0.0263157895	0.0321361059	0.0340909091	0.0304761905	0.0419847328	0.0321361059	0.0459770115	0.0400000000	0.0360531309	0.0263157895	0.0479846449	0.0340909091	0.0282485876	0.0321361059	0.0224719101	0.0301886792	0.0188323917	0.0500000000	0.0263157895	0.0301886792	0.0282485876	0.0301886792	0.0340909091	0.0340909091	0.0520231214	0.0400000000	0.0243902439	0.0243902439	0.0207547170	0.0282485876	0.0224719101	0.0321361059	0.0340909091	0.0321361059	0.0186567164	0.0224719101	0.0282485876	0.0380228137	0.0167597765	0.0423892100	0.0340909091	0.0167597765	0.0479846449	0.0340909091	0.0581395349	0.0186567164	0.0186567164	0.0282485876	0.0205607477	0.0224719101	0.0169172932	0.0444015444	0.0285171103	0.0324427481	0.0403846154	0.0188323917	0.0226843100	0.0207547170	0.0423892100	0.0324427481	0.0301886792	0.0243902439	0.0360531309	0.0205607477	0.0321361059	0.0205607477	0.0360531309	0.0520231214	0.0205607477	0.0224719101	0.0224719101	0.0167597765	0.0400000000	0.0243902439	0.0479846449	0.0243902439	0.0224719101	0.0282485876	0.0243902439	0.0243902439	0.0282485876	0.0186567164	0.0301886792	0.0205607477	0.0419847328	0.0321361059	0.0321361059	0.0167597765	0.0479846449	0.0459770115	0.0224719101	0.0282485876	0.0205607477	0.0400000000	0.0167597765	0.0186567164	0.0263157895	0.0243902439	0.0186567164	0.0282485876	0.0243902439	0.0301886792	0.0301886792	0.0167597765	0.0243902439
11	0.0092764378	0.0074074074	0.0225563910	0.0130353818	0.0244821092	0.0074074074	0.0130353818	0.0074074074	0.0150375940	0.0074074074	0.0111524164	0.0092764378	0.0244821092	0.0283553875	0.0168224299	0.0111524164	0.0264150943	0.0149253731	0.0244821092	0.0187265918	0.0168224299	0.0074074074	0.0149253731	0.0111524164	0.0303030303	0.0303030303	0.0188679245	0.0206378987	0.0149253731	0.0111524164	0.0187265918	0.0342205323	0.0283553875	0.0168224299	0.0225563910	0.0074074074	0.0149253731	0.0130353818	0.0149253731	0.0342205323	0.0342205323	0.0130353818	0.0130353818	0.0169491525	0.0092764378	0.0187265918	0.0111524164	0.0074074074	0.0206378987	0.0111524164	0.0322580645	0.0111524164	0.0206378987	0.0264150943	0.0130353818	0.0074074074	0.0111524164	0.0225563910	0.0074074074	0.0112359551	0.0111524164	0.0168224299	0.0092764378	0.0225563910	0.0149253731	0.0130353818	0.0111524164	0.0074074074	0.0092764378	0.0264150943	0.0130353818	0.0264150943	0.0092764378	0.0225563910	0.0188679245	0.0206378987	0.0187265918	0.0074074074	0.0130353818	0.0283553875	0.0187265918	0.0092764378	0.0092764378	0.0225563910	0.0187265918	0.0130353818	0.0206378987	0.0187265918	0.0188679245	0.0244821092	0.0206378987	0.0322580645	0.0283553875	0.0225563910	0.0149253731	0.0342205323	0.0225563910	0.0168224299	0.0187265918	0.0111524164	0.0206378987	0.0093457944	0.0342205323	0.0130353818	0.0206378987	0.0187265918	0.0206378987	0.0168224299	0.0225563910	0.0322580645	0.0264150943	0.0092764378	0.0130353818	0.0093457944	0.0168224299	0.0111524164	0.0187265918	0.0187265918	0.0187265918	0.0092764378	0.0130353818	0.0168224299	0.0244821092	0.0074074074	0.0246679317	0.0206378987	0.0074074074	0.0361904762	0.0206378987	0.0401529637	0.0092764378	0.0092764378	0.0168224299	0.0092764378	0.0130353818	0.0074626866	0.0305343511	0.0150375940	0.0169491525	0.0227272727	0.0093457944	0.0093457944	0.0093457944	0.0266159696	0.0207939509	0.0149253731	0.0092764378	0.0206378987	0.0111524164	0.0187265918	0.0092764378	0.0225563910	0.0361904762	0.0092764378	0.0111524164	0.0111524164	0.0074074074	0.0244821092	0.0092764378	0.0303030303	0.0149253731	0.0130353818	0.0130353818	0.0092764378	0.0111524164	0.0149253731	0.0092764378	0.0149253731	0.0092764378	0.0244821092	0.0225563910	0.0187265918	0.0074074074	0.0342205323	0.0303030303	0.0130353818	0.0130353818	0.0092764378	0.0283553875	0.0074074074	0.0092764378	0.0130353818	0.0130353818	0.0074074074	0.0130353818	0.0130353818	0.0168224299	0.0168224299	0.0074074074	0.0130353818
12	0.0037037037	0.0018484288	0.0130841121	0.0074349442	0.0168855535	0.0018484288	0.0074349442	0.0018484288	0.0093632959	0.0018484288	0.0037037037	0.0018484288	0.0149812734	0.0187969925	0.0055658627	0.0037037037	0.0187969925	0.0074349442	0.0149812734	0.0074349442	0.0093109870	0.0018484288	0.0074349442	0.0055658627	0.0207156309	0.0168855535	0.0074766355	0.0111940299	0.0055658627	0.0018484288	0.0074349442	0.0226415094	0.0207156309	0.0055658627	0.0130841121	0.0018484288	0.0055658627	0.0074349442	0.0093109870	0.0187969925	0.0284629981	0.0037037037	0.0037037037	0.0074766355	0.0018484288	0.0111940299	0.0037037037	0.0018484288	0.0111940299	0.0037037037	0.0226415094	0.0037037037	0.0111940299	0.0168855535	0.0055658627	0.0018484288	0.0055658627	0.0130841121	0.0018484288	0.0037243948	0.0037037037	0.0093109870	0.0018484288	0.0130841121	0.0074349442	0.0037037037	0.0037037037	0.0018484288	0.0037037037	0.0168855535	0.0055658627	0.0187969925	0.0018484288	0.0168855535	0.0093632959	0.0111940299	0.0074349442	0.0018484288	0.0037037037	0.0207156309	0.0093109870	0.0037037037	0.0018484288	0.0130841121	0.0111940299	0.0055658627	0.0111940299	0.0093109870	0.0112570356	0.0149812734	0.0111940299	0.0226415094	0.0207156309	0.0130841121	0.0074349442	0.0245746692	0.0149812734	0.0093109870	0.0093109870	0.0055658627	0.0149812734	0.0037243948	0.0226415094	0.0055658627	0.0130841121	0.0111940299	0.0149812734	0.0074349442	0.0149812734	0.0149812734	0.0168855535	0.0018484288	0.0055658627	0.0018587361	0.0093109870	0.0037037037	0.0093109870	0.0074349442	0.0093109870	0.0018484288	0.0055658627	0.0093109870	0.0149812734	0.0018484288	0.0131578947	0.0130841121	0.0018484288	0.0265151515	0.0111940299	0.0284629981	0.0037037037	0.0037037037	0.0093109870	0.0018484288	0.0074349442	0.0018587361	0.0189035917	0.0055970149	0.0074766355	0.0131578947	0.0037243948	0.0018587361	0.0018587361	0.0150659134	0.0112570356	0.0055658627	0.0037037037	0.0149812734	0.0037037037	0.0111940299	0.0018484288	0.0130841121	0.0265151515	0.0018484288	0.0055658627	0.0037037037	0.0018484288	0.0111940299	0.0018484288	0.0207156309	0.0074349442	0.0074349442	0.0055658627	0.0018484288	0.0018484288	0.0074349442	0.0018484288	0.0055658627	0.0037037037	0.0149812734	0.0149812734	0.0074349442	0.0018484288	0.0265151515	0.0187969925	0.0074349442	0.0055658627	0.0037037037	0.0207156309	0.0018484288	0.0018484288	0.0055658627	0.0037037037	0.0018484288	0.0018484288	0.0037037037	0.0093109870	0.0074349442	0.0018484288	0.0037037037
