125	0.600478	0.632000
126	0.600478	0.634921
127	0.600478	0.629921
128	0.600478	0.632812
129	0.600478	0.635659
130	0.600478	0.638462
131	0.600478	0.633588
132	0.600478	0.628788
133	0.600478	0.631579
134	0.600478	0.626866
135	0.600478	0.629630
136	0.600478	0.632353
137	0.600478	0.627737
138	0.600478	0.630435
139	0.600478	0.633094
140	0.600478	0.635714
141	0.600478	0.631206
142	0.600478	0.626761
143	0.600478	0.629371
144	0.600478	0.631944
145	0.600478	0.634483
146	0.600478	0.636986
147	0.600478	0.639456
148	0.600478	0.641892
149	0.600478	0.644295
150	0.600478	0.640000
151	0.600478	0.642384
152	0.600478	0.638158
153	0.600478	0.633987
154	0.600478	0.629870
155	0.600478	0.632258
156	0.600478	0.634615
157	0.600478	0.636943
158	0.600478	0.639241
159	0.600478	0.635220
160	0.600478	0.637500
161	0.600478	0.633540
162	0.600478	0.629630
163	0.600478	0.631902
164	0.600478	0.634146
165	0.600478	0.630303
166	0.600478	0.632530
167	0.600478	0.628743
168	0.600478	0.625000
169	0.600478	0.627219
170	0.600478	0.623529
171	0.600478	0.625731
172	0.600478	0.627907
173	0.600478	0.624277
174	0.600478	0.626437
175	0.600478	0.622857
176	0.600478	0.625000
177	0.600478	0.627119
178	0.600478	0.629214
179	0.600478	0.631285
180	0.600478	0.633333
181	0.600478	0.635359
182	0.600478	0.631868
183	0.600478	0.633880
184	0.600478	0.630435
185	0.600478	0.627027
186	0.600478	0.623656
187	0.600478	0.625668
188	0.600478	0.622340
189	0.600478	0.624339
190	0.600478	0.626316
191	0.600478	0.628272
192	0.600478	0.630208
193	0.600478	0.626943
194	0.600478	0.628866
195	0.600478	0.625641
196	0.600478	0.627551
197	0.600478	0.629442
198	0.600478	0.631313
199	0.600478	0.633166
200	0.600478	0.630000
201	0.600478	0.626866
202	0.600478	0.628713
203	0.600478	0.630542
204	0.600478	0.632353
205	0.600478	0.634146
206	0.600478	0.631068
207	0.600478	0.628019
208	0.600478	0.625000
209	0.600478	0.626794
210	0.600478	0.623810
211	0.600478	0.620853
212	0.600478	0.617925
213	0.600478	0.619718
214	0.600478	0.621495
215	0.600478	0.623256
216	0.600478	0.625000
217	0.600478	0.622120
218	0.600478	0.619266
219	0.600478	0.621005
220	0.600478	0.622727
221	0.600478	0.619910
222	0.600478	0.617117
223	0.600478	0.618834
224	0.600478	0.620536
225	0.600478	0.617778
226	0.600478	0.615044
227	0.600478	0.616740
228	0.600478	0.618421
229	0.600478	0.615721
230	0.600478	0.613043
231	0.600478	0.610390
232	0.600478	0.607759
233	0.600478	0.609442
234	0.600478	0.611111
235	0.600478	0.608511
236	0.600478	0.610169
237	0.600478	0.611814
238	0.600478	0.613445
239	0.600478	0.615063
240	0.600478	0.612500
241	0.600478	0.609959
242	0.600478	0.611570
243	0.600478	0.613169
244	0.600478	0.610656
245	0.600478	0.612245
246	0.600478	0.609756
247	0.600478	0.607287
248	0.600478	0.608871
249	0.600478	0.610442
250	0.600478	0.612000
251	0.600478	0.613546
252	0.600478	0.611111
253	0.600478	0.612648
254	0.600478	0.614173
255	0.600478	0.611765
256	0.600478	0.609375
257	0.600478	0.607004
258	0.600478	0.604651
259	0.600478	0.606178
260	0.600478	0.607692
261	0.600478	0.609195
262	0.600478	0.606870
263	0.600478	0.608365
264	0.600478	0.609848
265	0.600478	0.611321
266	0.600478	0.609023
267	0.600478	0.606742
268	0.600478	0.604478
269	0.600478	0.602230
270	0.600478	0.600000
271	0.600478	0.601476
272	0.600478	0.602941
273	0.600478	0.604396
274	0.600478	0.602190
275	0.600478	0.600000
276	0.600478	0.601449
277	0.600478	0.599278
278	0.600478	0.600719
279	0.600478	0.602151
280	0.600478	0.603571
281	0.600478	0.604982
282	0.600478	0.602837
283	0.600478	0.604240
284	0.600478	0.602113
285	0.600478	0.600000
286	0.600478	0.597902
287	0.600478	0.599303
288	0.600478	0.597222
289	0.600478	0.595156
290	0.600478	0.596552
291	0.600478	0.594502
292	0.600478	0.592466
293	0.600478	0.593857
294	0.600478	0.595238
295	0.600478	0.593220
296	0.600478	0.594595
297	0.600478	0.595960
298	0.600478	0.597315
299	0.600478	0.598662
