1	0.600478	1.000000
2	0.600478	1.000000
3	0.600478	0.666667
4	0.600478	0.500000
5	0.600478	0.600000
6	0.600478	0.500000
7	0.600478	0.428571
8	0.600478	0.500000
9	0.600478	0.555556
10	0.600478	0.500000
11	0.600478	0.545455
12	0.600478	0.583333
13	0.600478	0.538462
14	0.600478	0.500000
15	0.600478	0.533333
16	0.600478	0.562500
17	0.600478	0.588235
18	0.600478	0.555556
19	0.600478	0.578947
20	0.600478	0.600000
21	0.600478	0.619048
22	0.600478	0.590909
23	0.600478	0.565217
24	0.600478	0.541667
25	0.600478	0.560000
26	0.600478	0.576923
27	0.600478	0.592593
28	0.600478	0.607143
29	0.600478	0.586207
30	0.600478	0.600000
31	0.600478	0.580645
32	0.600478	0.593750
33	0.600478	0.575758
34	0.600478	0.588235
35	0.600478	0.600000
36	0.600478	0.611111
37	0.600478	0.621622
38	0.600478	0.631579
39	0.600478	0.615385
40	0.600478	0.625000
41	0.600478	0.634146
42	0.600478	0.642857
43	0.600478	0.651163
44	0.600478	0.659091
45	0.600478	0.644444
46	0.600478	0.652174
47	0.600478	0.659574
48	0.600478	0.666667
49	0.600478	0.653061
50	0.600478	0.640000
51	0.600478	0.647059
52	0.600478	0.653846
53	0.600478	0.660377
54	0.600478	0.666667
55	0.600478	0.654545
56	0.600478	0.642857
57	0.600478	0.649123
58	0.600478	0.655172
59	0.600478	0.644068
60	0.600478	0.633333
61	0.600478	0.639344
62	0.600478	0.645161
63	0.600478	0.650794
64	0.600478	0.656250
65	0.600478	0.661538
66	0.600478	0.651515
67	0.600478	0.641791
68	0.600478	0.647059
69	0.600478	0.652174
70	0.600478	0.642857
71	0.600478	0.633803
72	0.600478	0.638889
73	0.600478	0.630137
74	0.600478	0.621622
75	0.600478	0.626667
76	0.600478	0.618421
77	0.600478	0.623377
78	0.600478	0.628205
79	0.600478	0.632911
80	0.600478	0.637500
81	0.600478	0.641975
82	0.600478	0.646341
83	0.600478	0.638554
84	0.600478	0.630952
85	0.600478	0.623529
86	0.600478	0.627907
87	0.600478	0.632184
88	0.600478	0.636364
89	0.600478	0.629214
90	0.600478	0.622222
91	0.600478	0.626374
92	0.600478	0.619565
93	0.600478	0.623656
94	0.600478	0.617021
95	0.600478	0.621053
96	0.600478	0.625000
97	0.600478	0.618557
98	0.600478	0.612245
99	0.600478	0.616162
100	0.600478	0.610000
101	0.600478	0.613861
102	0.600478	0.617647
103	0.600478	0.611650
104	0.600478	0.615385
105	0.600478	0.619048
106	0.600478	0.622642
107	0.600478	0.616822
108	0.600478	0.611111
109	0.600478	0.605505
110	0.600478	0.609091
111	0.600478	0.603604
112	0.600478	0.607143
113	0.600478	0.610619
114	0.600478	0.614035
115	0.600478	0.617391
116	0.600478	0.620690
117	0.600478	0.615385
118	0.600478	0.618644
119	0.600478	0.621849
120	0.600478	0.625000
121	0.600478	0.628099
122	0.600478	0.631148
123	0.600478	0.626016
124	0.600478	0.629032
